2026-05-02 19:15:37 | __main__             | INFO     | 
2026-05-02 19:15:37 | __main__             | INFO     | ============================================================
2026-05-02 19:15:37 | __main__             | INFO     | INICIANDO PIPELINE MAESTRO
2026-05-02 19:15:37 | __main__             | INFO     | ============================================================
2026-05-02 19:15:37 | __main__             | INFO     | 
2026-05-02 19:15:37 | __main__             | INFO     | ============================================================
2026-05-02 19:15:37 | __main__             | INFO     | >> [1]   Ingesta
2026-05-02 19:15:37 | __main__             | INFO     | ============================================================
2026-05-02 19:15:37 | __main__             | INFO     | [INGESTA] Iniciando descarga de datos...
2026-05-02 19:15:37 | __main__             | INFO     | [INGESTA] Procesando Bitcoin...
2026-05-02 19:15:46 | __main__             | INFO     | [INGESTA] Bitcoin OK — 8754 filas
2026-05-02 19:15:46 | __main__             | INFO     | [INGESTA] Procesando Ethereum...
2026-05-02 19:15:54 | __main__             | INFO     | [INGESTA] Ethereum OK — 8754 filas
2026-05-02 19:15:54 | __main__             | INFO     | [INGESTA] Procesando Solana...
2026-05-02 19:16:03 | __main__             | INFO     | [INGESTA] Solana OK — 8754 filas
2026-05-02 19:16:03 | __main__             | INFO     | [INGESTA] Procesando BinanceCoin...
2026-05-02 19:16:11 | __main__             | INFO     | [INGESTA] BinanceCoin OK — 8754 filas
2026-05-02 19:16:11 | __main__             | INFO     | [INGESTA] Procesando Ripple...
2026-05-02 19:16:20 | __main__             | INFO     | [INGESTA] Ripple OK — 8754 filas
2026-05-02 19:16:20 | __main__             | INFO     | [INGESTA] Total filas: 43770
2026-05-02 19:16:20 | __main__             | INFO     | [INGESTA] Columnas: ['crypto', 'open_time', 'open_price', 'high_price', 'low_price', 'close_price', 'volume', 'close_time', 'market_cap']
2026-05-02 19:16:20 | __main__             | INFO     | [INGESTA] Guardado en: C:\Users\Usuario\Desktop\tfm-ia\data\raw\raw_cryptos.parquet
2026-05-02 19:16:20 | __main__             | INFO     | [OK] [1]   Ingesta completada en 43.03s
2026-05-02 19:16:20 | __main__             | INFO     | 
2026-05-02 19:16:20 | __main__             | INFO     | ============================================================
2026-05-02 19:16:20 | __main__             | INFO     | >> [2]   Transformacion
2026-05-02 19:16:20 | __main__             | INFO     | ============================================================
2026-05-02 19:16:20 | __main__             | INFO     | [OK] [2]   Transformacion completada en 0.71s
2026-05-02 19:16:20 | __main__             | INFO     | 
2026-05-02 19:16:20 | __main__             | INFO     | ============================================================
2026-05-02 19:16:20 | __main__             | INFO     | >> [2.5] Validacion
2026-05-02 19:16:20 | __main__             | INFO     | ============================================================
2026-05-02 19:16:21 | __main__             | INFO     | [OK] [2.5] Validacion completada en 0.61s
2026-05-02 19:16:21 | __main__             | INFO     | 
2026-05-02 19:16:21 | __main__             | INFO     | ============================================================
2026-05-02 19:16:21 | __main__             | INFO     | >> [3]   Features
2026-05-02 19:16:21 | __main__             | INFO     | ============================================================
2026-05-02 19:16:21 | __main__             | ERROR    | [FAIL] [3]   Features FALLO - codigo de salida: 1
2026-05-02 19:16:21 | __main__             | ERROR    | 
2026-05-02 19:16:21 | __main__             | ERROR    | [PARADO] Pipeline detenido en: [3]   Features
2026-05-02 19:16:21 | __main__             | ERROR    | Revisa el error arriba antes de continuar
2026-05-02 19:16:21 | __main__             | INFO     | 
2026-05-02 19:16:21 | __main__             | INFO     | ============================================================
2026-05-02 19:16:21 | __main__             | INFO     | Etapas completadas : 3/7
2026-05-02 19:16:21 | __main__             | INFO     | Tiempo total       : 44.42s
2026-05-02 19:16:21 | __main__             | WARNING  | [INCOMPLETO] El pipeline no finalizo todas las etapas
2026-05-02 19:16:21 | __main__             | INFO     | ============================================================
