2026-04-15 20:20:57 | __main__             | INFO     | 
2026-04-15 20:20:57 | __main__             | INFO     | ============================================================
2026-04-15 20:20:57 | __main__             | INFO     | INICIANDO PIPELINE MAESTRO
2026-04-15 20:20:57 | __main__             | INFO     | ============================================================
2026-04-15 20:20:57 | __main__             | INFO     | 
2026-04-15 20:20:57 | __main__             | INFO     | ============================================================
2026-04-15 20:20:57 | __main__             | INFO     | >> [1] Ingesta
2026-04-15 20:20:57 | __main__             | INFO     | ============================================================
2026-04-15 20:21:03 | __main__             | INFO     | [OK] [1] Ingesta completada en 5.59s
2026-04-15 20:21:03 | __main__             | INFO     | 
2026-04-15 20:21:03 | __main__             | INFO     | ============================================================
2026-04-15 20:21:03 | __main__             | INFO     | >> [2] Transformacion
2026-04-15 20:21:03 | __main__             | INFO     | ============================================================
2026-04-15 20:21:04 | __main__             | INFO     | [OK] [2] Transformacion completada en 0.83s
2026-04-15 20:21:04 | __main__             | INFO     | 
2026-04-15 20:21:04 | __main__             | INFO     | ============================================================
2026-04-15 20:21:04 | __main__             | INFO     | >> [2.5] Validacion
2026-04-15 20:21:04 | __main__             | INFO     | ============================================================
2026-04-15 20:21:04 | __main__             | INFO     | [OK] [2.5] Validacion completada en 0.58s
2026-04-15 20:21:04 | __main__             | INFO     | 
2026-04-15 20:21:04 | __main__             | INFO     | ============================================================
2026-04-15 20:21:04 | __main__             | INFO     | >> [3] Features
2026-04-15 20:21:04 | __main__             | INFO     | ============================================================
2026-04-15 20:21:05 | __main__             | INFO     | [OK] [3] Features completada en 0.60s
2026-04-15 20:21:05 | __main__             | INFO     | 
2026-04-15 20:21:05 | __main__             | INFO     | ============================================================
2026-04-15 20:21:05 | __main__             | INFO     | >> [4] Entrenamiento
2026-04-15 20:21:05 | __main__             | INFO     | ============================================================
2026-04-15 20:21:11 | __main__             | INFO     | [OK] [4] Entrenamiento completada en 6.00s
2026-04-15 20:21:11 | __main__             | INFO     | 
2026-04-15 20:21:11 | __main__             | INFO     | ============================================================
2026-04-15 20:21:11 | __main__             | INFO     | >> [4.5] Evaluacion
2026-04-15 20:21:11 | __main__             | INFO     | ============================================================
2026-04-15 20:21:11 | __main__             | INFO     | [OK] [4.5] Evaluacion completada en 0.04s
2026-04-15 20:21:11 | __main__             | INFO     | 
2026-04-15 20:21:11 | __main__             | INFO     | ============================================================
2026-04-15 20:21:11 | __main__             | INFO     | Etapas completadas: 6/6
2026-04-15 20:21:11 | __main__             | INFO     | Tiempo total: 13.64s
2026-04-15 20:21:11 | __main__             | INFO     | [EXITO] Pipeline completado exitosamente!
2026-04-15 20:21:11 | __main__             | INFO     | ============================================================
